RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	DOR	DOE
20000582	2000	LACLEDE GAS CO	11032	720 OLIVE	ST LOUIS	ST. LOUIS	MO	63101						MO	0	210	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	163	25	12	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	163	25	12	210	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	03/13/01	03/15/01
20000583	2000	MISSOURI PUBLIC SERVICE CO	12606	10700 EAST 350 HIGHWAY	KANSAS CITY	JACKSON	MO	64138						MO	0	93	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	6	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	6	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/13/01	03/15/01
20000584	2000	CONSTITUTION GAS TRANSPORT CO	2710	"RR 4, BOX 216-A"	MARIETTA	WASHINGTON               	OH	45750	4444 SOUTH 700 EAST	SALT LAKE CITY		UT	84101	OH	0	1	0	0	0	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000585	2000	COMMONWEALTH GAS CO	2652	157 CORDAVILLE ROAD	SOUTHBOROUGH	WORCESTER	MA	01772						MA	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000586	2000	COLUMBIA GAS OF KENTUCKY INC	2585	200 CIVIC CTR PO BOX 117	COLUMBUS	FRANKLIN	OH	43216	2001 MERCER ROAD	LEXINGTON		KY	40511	KY	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000587	2000	COLUMBIA GAS OF OHIO INC	2596	200 CIVIC CTR DR  BOX 117	COLUMBUS	FRANKLIN	OH	43216						OH	0	74	1	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	46	6	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	46	6	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000588	2000	COLUMBIA GAS OF VIRGINIA INC	2604	PO BOX 117	COLUMBUS	FRANKLIN	OH	43216-0117	PO BOX 35674	RICHMOND	CHESTERFIELD	VA	23235-0674	VA	0	54	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	20	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	20	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000589	2000	WISCONSIN GAS CO	22763	626 EAST WISCONSIN AVENUE	MILWAUKEE	MILWAUKEE	WI	53202						WI	0	174	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	77	46	31	1	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	77	46	31	1	174	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000590	2000	LOUISVILLE GAS & ELECTRIC CO	11824	PO BOX 32010 	LOUISVILLE	JEFFERSON	KY	40232						KY	0	294	35	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	32	257	3	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	32	257	3	0	329	29	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	03/14/01	03/14/01
20000591	2000	NATIONAL FUEL GAS SUPPLY CORP	13063	"1100 STATE ST,PO BOX 2081"	ERIE	ERIE	PA	16512						NY	390	253	0	0	0	0	0	643	0	0	0	0	0	0	0	0	0	0	15	47	0	2	0	64	0	0	0	0	0	0	0	0	0	79	185	252	127	0	643	0	0	0	0	0	0	0	0	40	24	0	0	0	64	0	0	0	0	0	0	0	0	119	209	252	127	0	707	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000592	2000	ACME BRICK LATERAL - KN ENGERY	31313	4500 W. 61ST STREET	LITTLE ROCK		AR	72209-    	PO BOX 250	MALVERN		AR	72104-    	AR	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000593	2000	ARKANSAS OKLAHOMA GAS CORP	621	115 NORTH 12TH STREET	FORT SMITH	SEBASTIAN	AR	72901	115 NORTH 12TH STREET	FORT SMITH	SEBASTIAN	AR	72901	 AR	64	194	0	0	0	6	0	264	0	0	0	0	0	0	0	0	14	71	0	0	0	2	0	87	0	0	0	0	0	0	0	0	0	62	166	36	0	0	264	0	0	0	0	0	0	0	0	69	18	0	0	0	87	0	0	0	0	0	0	0	0	131	184	36	0	0	351	12	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000594	2000	ARKANSAS WESTERN GAS CO	630	1001 SAIN STREET	FAYETTEVILLE	WASHINGTON	AR	72702						AR	64	525	223	0	0	0	0	812	0	0	0	0	0	0	0	0	11	341	34	0	0	0	0	386	0	0	0	0	0	0	0	0	0	145	551	116	0	0	812	0	0	0	0	0	0	0	0	279	107	0	0	0	386	0	0	0	0	0	0	0	0	424	658	116	0	0	1198	111	0	3	0	1	0	0	0	14	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	03/14/01	03/14/01
20000595	2000	ASSOCIATED NATURAL GAS CO	756	533 N. 10TH STREET	BLYTHEVILLE	MISSISSIPPI	AR	72315	1001 SAIN STREET	FAYETTEVILLE		AR	72702	AR	0	172	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	92	3	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	92	3	0	0	172	1	0	0	0	5	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000596	2000	CITY WATER AND LIGHT PLANT	31494	400 EAST MONROE	JONESBORO		AR	72403-    						AR	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/16/01	03/21/01
20000597	2000	ENTERGY CORP	31238	547 HWY 82	STAMPS	LAFAYETTE	AR	71860						AR	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000598	2000	GEORGIA PACIFIC CORP	6345	2434 LEVY STREET	SHREVEPORT		LA	-7-1103	PO BOX 3333	CROSSETT		AR	71635-    	AR	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000599	2000	GRUY PETROLEUM MANAGEMENT CO  	31382	PO BOX 140907	IRVING		TX	75014						AR	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000600	2000	INTERNATIONAL PAPER CO - NGPL	30004	PO BOX 281304	LAKEWOOD	JEFFERSON	CO	80228	6400 POPLAR AVE	MEMPHIS		TN	38197	AR	0	80	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000602	2000	OZARK GAS GATHERING LLC 	31219	12010 OLD HWY 71	FORT SMITH	SEBASTION	AR	72916	515 CENTRAL PARK DRIVE SU	OKLAHOMA	OKLAHOMA	OK	73105	AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	13	0	0	0	0	0	0	0	0	9	4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000603	2000	QUESTAR EXPLORATION AND PRODUCTION CO	31237	6120 S YALE SUITE 1300	TULSA	TULSA	OK	74136	180 EAST 100 SOUTH	SALT LAKE CITY	SALT LAKE	UT	84111	AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/14/01
20000604	2000	RELIANT ENERGY FIELD SERVICES CORP	31202	525 MILAM ST #1100	SHREVEPORT	CADDO	LA	71101						AR LA OK TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	121	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	25	0	0	0	124	0	0	0	0	0	0	0	0	99	25	0	0	0	124	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000605	2000	"SULPHUR RIVER RESOURCES, L.C."	1455	"ROUTE 1, BOX 2430"	TEXAKANA	MILLER	TX	75437	"5949 SHERRY LANE,SUITE 75"	DALLAS		TX	75225	 AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000606	2000	M G T C INC	12264	P.O. BOX 1749	GILLETTE	CAMPBELL	WY	82717	"12200 N PECOS STREET, SUI"	DENVER		CO	80234	WY	0	251	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	190	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	190	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000607	2000	M I G C INC	12270	P.O. BOX 1749	GILLETTE	CAMPBELL	WY	82717	"12200 N. PECOS STREET, SU"	DENVER		CO	80234	WY	0	278	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	123	114	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	123	114	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000608	2000	W & T OFFSHORE INC	30020	"3900 N. CAUSEWAY BLVD., S"	METAIRIE		LA	70002						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	17	0	2	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000609	2000	ROANOKE GAS CO	17540	"519 KIMBALL AVENUE, NE"	ROANOKE	ROANOKE	VA	24016						VA	0	66	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000610	2000	"ALUMINUM CO OF AMERICA, WARRICK OPERATIONS"	388	P.O. BOX 10	NEWBURGH	WARRICK	IN	47629						IN	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000611	2000	CITIZENS GAS & COKE UTILITY	2392	2020 NORTH MERIDIAN STREE	INDIANAPOLIS	MARION	IN	46202						IN	0	255	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	20	200	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	20	200	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000613	2000	INDIANA GAS CO INC	8070	1630 NORTH MERIDIAN STREE	INDIANAPOLIS	MARION	IN	46202						IN KY	0	575	4	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	199	325	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	199	325	0	0	579	3	0	0	0	1	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000614	2000	LAWRENCEBURG GAS CO	11288	139 EAST FOURTH STREET	CINCINNATI	HAMILTON	OH	45202	230 WEST HIGH ST	LAWRENCEBURG	DEARBORN	IN	47025	IN	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000615	2000	NATURAL GAS PROCESSORS INC	13130	107 S. E. THIRD STREET	WASHINGTON	DAVIESS	IN	47501						IN	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000616	2000	NORTHERN INDIANA PUBLIC SERVICE CO	13730	801 E 86TH AVENUE	MERRILLVILLE	LAKE	IN	46410	5265 HOHMAN AVENUE	HAMMOND	LAKE	IN	46410	IN	0	594	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	269	110	179	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	269	110	179	594	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000617	2000	OHIO VALLEY GAS CORP	14180	111 ENERGY PARK DRIVE	WINCHESTER	RANDOLPH	IN	47394						IN	0	51	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	03/14/01	03/15/01
20000618	2000	VECTREN ENERGY DELIVERY OF OHIO	31470	175 WEST WENGER RD	ENGLEWOOD		OH	45322-    						OH	0	185	0	22	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	173	15	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	173	15	0	207	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/21/01
20000619	2000	MIDAMERICAN ENERGY COMPANY	30750	401 DOUGLAS ST PO BOX 778	SIOUX CITY	WOODBURY	IA	51102						IA IL	0	465	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	218	211	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	218	211	0	0	465	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000620	2000	EXXONMOBILE PIPELINE CO	4906	800 BELL STREET	HOUSTON	HARRIS	TX	77002-    						TX	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000621	2000	EXXONMOBILE PIPELINE CO	4906	800 BELL ST	HOUSTON		TX	77002						LA	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000622	2000	WISCONSIN NATURAL GAS COMPANY	30827	120 E SHERIDAN SPRINGS RD	LAKE GENEVA	WALWORTH	WI	53147-    	231 W MICHIGAN STREET	MILWAUKEE		WI	53201-    	WI	0	175	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	97	0	15	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	97	0	15	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000623	2000	CLIFFWOOD PRODUCTION CO 	31370	110 CYPRESS STATION	HOUSTON		TX	77090						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	9	0	0	0	0	0	0	0	0	5	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/14/01	03/15/01
20000624	2000	CALIFORNIA GAS GATHERING INC	31394	2981 GOLD CANAL DRIVE	RANCHO CORDOVA	                         	CA	95670-						CA	0	39	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000625	2000	DELTA GAS GATHERING INC 	31393	2981 GOLD CANAL DR	RANCHO CORDOVA		CA	95670						CA	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000626	2000	DELHI GAS PIPELINE CORP	3230	540 PRIVATE ROAD 2297	LONGVIEW	GREGG	TX	75604-    	PO BOX 2256	WICHITA	SEDWGWICK	KS	67201-8856	TX	0	464	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	13	189	262	0	0	464	0	0	0	0	0	0	0	0	18	16	11	0	0	45	0	0	0	0	0	0	0	0	31	205	273	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000627	2000	GREAT PLAINS NATURAL GAS CO	6690	105 W LINCOLN AVENUE	FERGUS FALLS	OTTER TAIL	MN	56538						 ND	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000628	2000	GREAT PLAINS NATURAL GAS CO	6690	105 W LINCOLN AVENUE	FERGUS FALLS	OTTER TAIL	MN	56538						 MN	0	64	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	61	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	61	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000629	2000	BALTIMORE GAS & ELECTRIC CO	1088	1699 LEADENHALL STREET	BALTIMORE		MD	21230						MD	0	157	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	70	2	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	70	2	157	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000630	2000	CONSUMERS POWER CO	2748	"1955 W. PARNALL RD, ROOM "	JACKSON	JACKSON	MI	49201	212 W. MICHIGAN AVENUE	JACKSON	JACKSON	MI	49201	MI	5	1749	0	0	0	0	0	1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	502	684	365	150	1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	502	684	365	150	1754	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
20000631	2000	JACKSON PIPELINE CO	9045	1955 W. PARNALL ROAD ROOM	JACKSON	JACKSON	MI	49201	300 TOWN CENTER DRIVE	DEARBORN	WAYNE	MI	48126	MI	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	03/15/01	03/16/01
